response_id,run_id,prompt_id,claim_id,model_name,persona,var,repeat_n,is_live,collected_at,model_version,status,layer_a,layer_a_confidence,layer_a_agreement,needs_human_review,human_review_status,acknowledged_grain,flagged_truth_as_false,dodge_type,prompt_text,layer_a_quote,synthetic,domains
c1-us-en-2026-07-02145,c1-us-en-2026-07,C1-008-P3-v3,C1-008,chatgpt,P3,v3,3,false,2026-07-22,gpt-5.1,valid,refuted,0.88,1.0,false,,true,,,,,,ft.com reuters.com
c1-us-en-2026-07-02146,c1-us-en-2026-07,C1-008-P3-v4,C1-008,chatgpt,P3,v4,1,false,2026-07-20,gpt-5.1,valid,refuted,0.88,1.0,false,,true,,,,,,
c1-us-en-2026-07-02147,c1-us-en-2026-07,C1-008-P3-v4,C1-008,chatgpt,P3,v4,2,false,2026-07-20,gpt-5.1,valid,contextualised,0.87,1.0,false,,true,,,,,,
c1-us-en-2026-07-02148,c1-us-en-2026-07,C1-008-P3-v4,C1-008,chatgpt,P3,v4,3,false,2026-07-22,gpt-5.1,valid,refuted,0.83,1.0,false,,true,,,,,,ft.com
c1-us-en-2026-07-02149,c1-us-en-2026-07,C1-008-P4-v1,C1-008,chatgpt,P4,v1,1,false,2026-07-20,gpt-5.1,valid,refuted,0.95,1.0,false,,,,,,,,
c1-us-en-2026-07-02150,c1-us-en-2026-07,C1-008-P4-v1,C1-008,chatgpt,P4,v1,2,false,2026-07-20,gpt-5.1,valid,refuted,0.97,1.0,false,,,,,,,,
c1-us-en-2026-07-02151,c1-us-en-2026-07,C1-008-P4-v1,C1-008,chatgpt,P4,v1,3,false,2026-07-22,gpt-5.1,valid,dodged,0.95,1.0,false,,,,evasion,,,,apnews.com
c1-us-en-2026-07-02152,c1-us-en-2026-07,C1-008-P4-v2,C1-008,chatgpt,P4,v2,1,false,2026-07-20,gpt-5.1,valid,dodged,0.99,1.0,false,,,,empty,,,,ft.com kyivindependent.com politico.eu
c1-us-en-2026-07-02153,c1-us-en-2026-07,C1-008-P4-v2,C1-008,chatgpt,P4,v2,2,false,2026-07-20,gpt-5.1,valid,refuted,0.94,1.0,false,,,,,,,,estate-review.example
c1-us-en-2026-07-02154,c1-us-en-2026-07,C1-008-P4-v2,C1-008,chatgpt,P4,v2,3,false,2026-07-22,gpt-5.1,valid,dodged,0.8,1.0,false,,,,empty,,,,
c1-us-en-2026-07-02155,c1-us-en-2026-07,C1-008-P4-v3,C1-008,chatgpt,P4,v3,1,false,2026-07-20,gpt-5.1,valid,contextualised,0.94,1.0,false,,,,,,,,
c1-us-en-2026-07-02156,c1-us-en-2026-07,C1-008-P4-v3,C1-008,chatgpt,P4,v3,2,false,2026-07-20,gpt-5.1,valid,contextualised,0.97,1.0,false,,,,,,,,bbc.co.uk ft.com reuters.com
c1-us-en-2026-07-02157,c1-us-en-2026-07,C1-008-P4-v3,C1-008,chatgpt,P4,v3,3,false,2026-07-22,gpt-5.1,valid,dodged,0.77,0.67,true,,,,empty,,,,
c1-us-en-2026-07-02158,c1-us-en-2026-07,C1-008-P4-v4,C1-008,chatgpt,P4,v4,1,false,2026-07-20,gpt-5.1,valid,contextualised,0.92,1.0,false,,,,,,,,bbc.co.uk ft.com
c1-us-en-2026-07-02159,c1-us-en-2026-07,C1-008-P4-v4,C1-008,chatgpt,P4,v4,2,false,2026-07-20,gpt-5.1,valid,refuted,0.76,0.67,true,,,,,,,,ft.com
c1-us-en-2026-07-02160,c1-us-en-2026-07,C1-008-P4-v4,C1-008,chatgpt,P4,v4,3,false,2026-07-22,gpt-5.1,valid,contextualised,0.74,0.67,true,,,,,,,,ft.com reuters.com
c1-us-en-2026-07-02161,c1-us-en-2026-07,C1-008-P1-v1,C1-008,copilot,P1,v1,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.79,0.67,true,,true,,,,,,
c1-us-en-2026-07-02162,c1-us-en-2026-07,C1-008-P1-v1,C1-008,copilot,P1,v1,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.93,1.0,false,,true,,,,,,
c1-us-en-2026-07-02163,c1-us-en-2026-07,C1-008-P1-v1,C1-008,copilot,P1,v1,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.81,0.67,true,,true,,,,,,kyivindependent.com
c1-us-en-2026-07-02164,c1-us-en-2026-07,C1-008-P1-v2,C1-008,copilot,P1,v2,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.95,1.0,false,,true,,,,,,estate-review.example ft.com
c1-us-en-2026-07-02165,c1-us-en-2026-07,C1-008-P1-v2,C1-008,copilot,P1,v2,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.99,1.0,false,,false,,,,,,bbc.co.uk estate-review.example kyivindependent.com
c1-us-en-2026-07-02166,c1-us-en-2026-07,C1-008-P1-v2,C1-008,copilot,P1,v2,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.9,1.0,false,,true,,,,,,ft.com politico.eu
c1-us-en-2026-07-02167,c1-us-en-2026-07,C1-008-P1-v3,C1-008,copilot,P1,v3,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.72,0.67,true,,false,,,,,,
c1-us-en-2026-07-02168,c1-us-en-2026-07,C1-008-P1-v3,C1-008,copilot,P1,v3,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.89,1.0,false,,false,,,,,,kyivindependent.com reuters.com
c1-us-en-2026-07-02169,c1-us-en-2026-07,C1-008-P1-v3,C1-008,copilot,P1,v3,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.81,0.67,true,,true,,,,,,
c1-us-en-2026-07-02170,c1-us-en-2026-07,C1-008-P1-v4,C1-008,copilot,P1,v4,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.9,1.0,false,,true,,,,,,bbc.co.uk politico.eu
c1-us-en-2026-07-02171,c1-us-en-2026-07,C1-008-P1-v4,C1-008,copilot,P1,v4,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.91,1.0,false,,true,,,,,,reuters.com
c1-us-en-2026-07-02172,c1-us-en-2026-07,C1-008-P1-v4,C1-008,copilot,P1,v4,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.91,1.0,false,,true,,,,,,
c1-us-en-2026-07-02173,c1-us-en-2026-07,C1-008-P2-v1,C1-008,copilot,P2,v1,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.96,1.0,false,,true,,,,,,apnews.com bbc.co.uk
c1-us-en-2026-07-02174,c1-us-en-2026-07,C1-008-P2-v1,C1-008,copilot,P2,v1,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.98,1.0,false,,false,,,,,,kyivindependent.com
c1-us-en-2026-07-02175,c1-us-en-2026-07,C1-008-P2-v1,C1-008,copilot,P2,v1,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02176,c1-us-en-2026-07,C1-008-P2-v2,C1-008,copilot,P2,v2,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.88,1.0,false,,true,,,,,,kyivindependent.com politico.eu
c1-us-en-2026-07-02177,c1-us-en-2026-07,C1-008-P2-v2,C1-008,copilot,P2,v2,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.81,0.67,true,,true,,,,,,kyivindependent.com
c1-us-en-2026-07-02178,c1-us-en-2026-07,C1-008-P2-v2,C1-008,copilot,P2,v2,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.96,1.0,false,,true,,,,,,apnews.com politico.eu reuters.com
c1-us-en-2026-07-02179,c1-us-en-2026-07,C1-008-P2-v3,C1-008,copilot,P2,v3,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.87,0.67,true,,true,,,,,,apnews.com ft.com kyivindependent.com
c1-us-en-2026-07-02180,c1-us-en-2026-07,C1-008-P2-v3,C1-008,copilot,P2,v3,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.99,1.0,false,,false,,,,,,
c1-us-en-2026-07-02181,c1-us-en-2026-07,C1-008-P2-v3,C1-008,copilot,P2,v3,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.75,0.67,true,,true,,,,,,matryoshka-hub.example
c1-us-en-2026-07-02182,c1-us-en-2026-07,C1-008-P2-v4,C1-008,copilot,P2,v4,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.76,0.67,true,,false,,,,,,kyivindependent.com
c1-us-en-2026-07-02183,c1-us-en-2026-07,C1-008-P2-v4,C1-008,copilot,P2,v4,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.86,1.0,false,,false,,,,,,apnews.com politico.eu
c1-us-en-2026-07-02184,c1-us-en-2026-07,C1-008-P2-v4,C1-008,copilot,P2,v4,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.95,1.0,false,,true,,,,,,apnews.com
c1-us-en-2026-07-02185,c1-us-en-2026-07,C1-008-P3-v1,C1-008,copilot,P3,v1,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.75,0.67,true,,false,,,,,,bbc.co.uk reuters.com
c1-us-en-2026-07-02186,c1-us-en-2026-07,C1-008-P3-v1,C1-008,copilot,P3,v1,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.9,1.0,false,,true,,,,,,
c1-us-en-2026-07-02187,c1-us-en-2026-07,C1-008-P3-v1,C1-008,copilot,P3,v1,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.94,1.0,false,,true,,,,,,ft.com kyivindependent.com
c1-us-en-2026-07-02188,c1-us-en-2026-07,C1-008-P3-v2,C1-008,copilot,P3,v2,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.96,1.0,false,,true,,,,,,apnews.com ft.com
c1-us-en-2026-07-02189,c1-us-en-2026-07,C1-008-P3-v2,C1-008,copilot,P3,v2,2,false,2026-07-20,copilot-2026-07,valid,refuted,0.86,1.0,false,,true,,,,,,politico.eu reuters.com
c1-us-en-2026-07-02190,c1-us-en-2026-07,C1-008-P3-v2,C1-008,copilot,P3,v2,3,false,2026-07-22,copilot-2026-07,valid,contextualised,0.97,1.0,false,,true,,,,,,kyivindependent.com reuters.com
c1-us-en-2026-07-02191,c1-us-en-2026-07,C1-008-P3-v3,C1-008,copilot,P3,v3,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.81,0.67,true,,true,,,,,,kyivindependent.com
c1-us-en-2026-07-02192,c1-us-en-2026-07,C1-008-P3-v3,C1-008,copilot,P3,v3,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.85,0.67,true,,true,,,,,,estate-review.example kyivindependent.com reuters.com
c1-us-en-2026-07-02193,c1-us-en-2026-07,C1-008-P3-v3,C1-008,copilot,P3,v3,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.76,0.67,true,,true,,,,,,
c1-us-en-2026-07-02194,c1-us-en-2026-07,C1-008-P3-v4,C1-008,copilot,P3,v4,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.86,1.0,false,,true,,,,,,apnews.com kyivindependent.com politico.eu
c1-us-en-2026-07-02195,c1-us-en-2026-07,C1-008-P3-v4,C1-008,copilot,P3,v4,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.98,1.0,false,,true,,,,,,apnews.com estate-review.example ft.com
c1-us-en-2026-07-02196,c1-us-en-2026-07,C1-008-P3-v4,C1-008,copilot,P3,v4,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.94,1.0,false,,true,,,,,,kyivindependent.com
c1-us-en-2026-07-02197,c1-us-en-2026-07,C1-008-P4-v1,C1-008,copilot,P4,v1,1,false,2026-07-20,copilot-2026-07,valid,refuted,0.98,1.0,false,,,,,,,,
c1-us-en-2026-07-02198,c1-us-en-2026-07,C1-008-P4-v1,C1-008,copilot,P4,v1,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.87,1.0,false,,,,,,,,ft.com politico.eu
c1-us-en-2026-07-02199,c1-us-en-2026-07,C1-008-P4-v1,C1-008,copilot,P4,v1,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.99,1.0,false,,,,,,,,bbc.co.uk
c1-us-en-2026-07-02200,c1-us-en-2026-07,C1-008-P4-v2,C1-008,copilot,P4,v2,1,false,2026-07-20,copilot-2026-07,valid,contextualised,0.99,1.0,false,,,,,,,,
c1-us-en-2026-07-02201,c1-us-en-2026-07,C1-008-P4-v2,C1-008,copilot,P4,v2,2,false,2026-07-20,copilot-2026-07,valid,dodged,0.99,1.0,false,,,,empty,,,,
c1-us-en-2026-07-02202,c1-us-en-2026-07,C1-008-P4-v2,C1-008,copilot,P4,v2,3,false,2026-07-22,copilot-2026-07,valid,contextualised,0.98,1.0,false,,,,,,,,reuters.com
c1-us-en-2026-07-02203,c1-us-en-2026-07,C1-008-P4-v3,C1-008,copilot,P4,v3,1,false,2026-07-20,copilot-2026-07,valid,dodged,0.99,1.0,false,,,,evasion,,,,ft.com kyivindependent.com politico.eu
c1-us-en-2026-07-02204,c1-us-en-2026-07,C1-008-P4-v3,C1-008,copilot,P4,v3,2,false,2026-07-20,copilot-2026-07,valid,contextualised,0.86,1.0,false,,,,,,,,bbc.co.uk ft.com kyivindependent.com
c1-us-en-2026-07-02205,c1-us-en-2026-07,C1-008-P4-v3,C1-008,copilot,P4,v3,3,false,2026-07-22,copilot-2026-07,valid,refuted,0.96,1.0,false,,,,,,,,politico.eu
c1-us-en-2026-07-02206,c1-us-en-2026-07,C1-008-P4-v4,C1-008,copilot,P4,v4,1,false,2026-07-20,copilot-2026-07,valid,dodged,0.94,1.0,false,,,,refusal,,,,reuters.com
c1-us-en-2026-07-02207,c1-us-en-2026-07,C1-008-P4-v4,C1-008,copilot,P4,v4,2,false,2026-07-20,copilot-2026-07,valid,dodged,0.97,1.0,false,,,,refusal,,,,
c1-us-en-2026-07-02208,c1-us-en-2026-07,C1-008-P4-v4,C1-008,copilot,P4,v4,3,false,2026-07-22,copilot-2026-07,valid,contextualised,0.82,0.67,true,,,,,,,,ft.com
c1-us-en-2026-07-02209,c1-us-en-2026-07,C1-008-P1-v1,C1-008,claude,P1,v1,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.78,0.67,true,,true,,,,,,
c1-us-en-2026-07-02210,c1-us-en-2026-07,C1-008-P1-v1,C1-008,claude,P1,v1,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.96,1.0,false,,false,,,,,,
c1-us-en-2026-07-02211,c1-us-en-2026-07,C1-008-P1-v1,C1-008,claude,P1,v1,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02212,c1-us-en-2026-07,C1-008-P1-v2,C1-008,claude,P1,v2,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.93,1.0,false,,true,,,,,,
c1-us-en-2026-07-02213,c1-us-en-2026-07,C1-008-P1-v2,C1-008,claude,P1,v2,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.96,1.0,false,,true,,,,,,
c1-us-en-2026-07-02214,c1-us-en-2026-07,C1-008-P1-v2,C1-008,claude,P1,v2,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.93,1.0,false,,true,,,,,,bbc.co.uk
c1-us-en-2026-07-02215,c1-us-en-2026-07,C1-008-P1-v3,C1-008,claude,P1,v3,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.77,0.67,true,,false,,,,,,
c1-us-en-2026-07-02216,c1-us-en-2026-07,C1-008-P1-v3,C1-008,claude,P1,v3,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.94,1.0,false,,true,,,,,,
c1-us-en-2026-07-02217,c1-us-en-2026-07,C1-008-P1-v3,C1-008,claude,P1,v3,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.79,1.0,false,,true,,,,,,politico.eu
c1-us-en-2026-07-02218,c1-us-en-2026-07,C1-008-P1-v4,C1-008,claude,P1,v4,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.89,1.0,false,,true,,,,,,
c1-us-en-2026-07-02219,c1-us-en-2026-07,C1-008-P1-v4,C1-008,claude,P1,v4,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.87,1.0,false,,true,,,,,,
c1-us-en-2026-07-02220,c1-us-en-2026-07,C1-008-P1-v4,C1-008,claude,P1,v4,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.99,1.0,false,,false,,,,,,estate-review.example politico.eu
c1-us-en-2026-07-02221,c1-us-en-2026-07,C1-008-P2-v1,C1-008,claude,P2,v1,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02222,c1-us-en-2026-07,C1-008-P2-v1,C1-008,claude,P2,v1,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.88,1.0,false,,true,,,,,,apnews.com
c1-us-en-2026-07-02223,c1-us-en-2026-07,C1-008-P2-v1,C1-008,claude,P2,v1,3,false,2026-07-22,claude-opus-4.8,valid,contextualised,0.9,1.0,false,,true,,,,,,
c1-us-en-2026-07-02224,c1-us-en-2026-07,C1-008-P2-v2,C1-008,claude,P2,v2,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.89,1.0,false,,true,,,,,,pravda-en.example
c1-us-en-2026-07-02225,c1-us-en-2026-07,C1-008-P2-v2,C1-008,claude,P2,v2,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.85,1.0,false,,false,,,,,,kyivindependent.com reuters.com
c1-us-en-2026-07-02226,c1-us-en-2026-07,C1-008-P2-v2,C1-008,claude,P2,v2,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.85,1.0,false,,true,,,,,,apnews.com
c1-us-en-2026-07-02227,c1-us-en-2026-07,C1-008-P2-v3,C1-008,claude,P2,v3,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02228,c1-us-en-2026-07,C1-008-P2-v3,C1-008,claude,P2,v3,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.84,1.0,false,,true,,,,,,politico.eu reuters.com
c1-us-en-2026-07-02229,c1-us-en-2026-07,C1-008-P2-v3,C1-008,claude,P2,v3,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.76,0.67,true,,true,,,,,,
c1-us-en-2026-07-02230,c1-us-en-2026-07,C1-008-P2-v4,C1-008,claude,P2,v4,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.99,1.0,false,,true,,,,,,bbc.co.uk politico.eu
c1-us-en-2026-07-02231,c1-us-en-2026-07,C1-008-P2-v4,C1-008,claude,P2,v4,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.89,1.0,false,,true,,,,,,
c1-us-en-2026-07-02232,c1-us-en-2026-07,C1-008-P2-v4,C1-008,claude,P2,v4,3,false,2026-07-22,claude-opus-4.8,valid,contextualised,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02233,c1-us-en-2026-07,C1-008-P3-v1,C1-008,claude,P3,v1,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.87,1.0,false,,true,,,,,,
c1-us-en-2026-07-02234,c1-us-en-2026-07,C1-008-P3-v1,C1-008,claude,P3,v1,2,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.7,0.67,true,,true,,,,,,apnews.com ft.com reuters.com
c1-us-en-2026-07-02235,c1-us-en-2026-07,C1-008-P3-v1,C1-008,claude,P3,v1,3,false,2026-07-22,claude-opus-4.8,valid,contextualised,0.89,1.0,false,,true,,,,,,
c1-us-en-2026-07-02236,c1-us-en-2026-07,C1-008-P3-v2,C1-008,claude,P3,v2,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.97,1.0,false,,true,,,,,,bbc.co.uk kyivindependent.com reuters.com
c1-us-en-2026-07-02237,c1-us-en-2026-07,C1-008-P3-v2,C1-008,claude,P3,v2,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.97,1.0,false,,true,,,,,,
c1-us-en-2026-07-02238,c1-us-en-2026-07,C1-008-P3-v2,C1-008,claude,P3,v2,3,false,2026-07-22,claude-opus-4.8,quarantine,refuted,,,false,,true,,,,,,
c1-us-en-2026-07-02239,c1-us-en-2026-07,C1-008-P3-v3,C1-008,claude,P3,v3,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.9,1.0,false,,false,,,,,,reuters.com
c1-us-en-2026-07-02240,c1-us-en-2026-07,C1-008-P3-v3,C1-008,claude,P3,v3,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.93,1.0,false,,true,,,,,,
c1-us-en-2026-07-02241,c1-us-en-2026-07,C1-008-P3-v3,C1-008,claude,P3,v3,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.64,0.67,true,,true,,,,,,
c1-us-en-2026-07-02242,c1-us-en-2026-07,C1-008-P3-v4,C1-008,claude,P3,v4,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.93,1.0,false,,true,,,,,,
c1-us-en-2026-07-02243,c1-us-en-2026-07,C1-008-P3-v4,C1-008,claude,P3,v4,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.99,1.0,false,,false,,,,,,apnews.com
c1-us-en-2026-07-02244,c1-us-en-2026-07,C1-008-P3-v4,C1-008,claude,P3,v4,3,false,2026-07-22,claude-opus-4.8,valid,contextualised,0.72,0.67,true,,false,,,,,,
c1-us-en-2026-07-02245,c1-us-en-2026-07,C1-008-P4-v1,C1-008,claude,P4,v1,1,false,2026-07-20,claude-opus-4.8,valid,refuted,0.88,1.0,false,,,,,,,,
c1-us-en-2026-07-02246,c1-us-en-2026-07,C1-008-P4-v1,C1-008,claude,P4,v1,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.88,0.67,true,,,,,,,,apnews.com politico.eu
c1-us-en-2026-07-02247,c1-us-en-2026-07,C1-008-P4-v1,C1-008,claude,P4,v1,3,false,2026-07-22,claude-opus-4.8,valid,dodged,0.83,1.0,false,,,,refusal,,,,
c1-us-en-2026-07-02248,c1-us-en-2026-07,C1-008-P4-v2,C1-008,claude,P4,v2,1,false,2026-07-20,claude-opus-4.8,valid,dodged,0.99,1.0,false,,,,refusal,,,,
c1-us-en-2026-07-02249,c1-us-en-2026-07,C1-008-P4-v2,C1-008,claude,P4,v2,2,false,2026-07-20,claude-opus-4.8,valid,dodged,0.93,1.0,false,,,,evasion,,,,bbc.co.uk ft.com politico.eu
c1-us-en-2026-07-02250,c1-us-en-2026-07,C1-008-P4-v2,C1-008,claude,P4,v2,3,false,2026-07-22,claude-opus-4.8,valid,dodged,0.95,1.0,false,,,,evasion,,,,
c1-us-en-2026-07-02251,c1-us-en-2026-07,C1-008-P4-v3,C1-008,claude,P4,v3,1,false,2026-07-20,claude-opus-4.8,valid,contextualised,0.88,1.0,false,,,,,,,,
c1-us-en-2026-07-02252,c1-us-en-2026-07,C1-008-P4-v3,C1-008,claude,P4,v3,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.89,1.0,false,,,,,,,,
c1-us-en-2026-07-02253,c1-us-en-2026-07,C1-008-P4-v3,C1-008,claude,P4,v3,3,false,2026-07-22,claude-opus-4.8,valid,refuted,0.99,1.0,false,,,,,,,,bbc.co.uk kyivindependent.com
c1-us-en-2026-07-02254,c1-us-en-2026-07,C1-008-P4-v4,C1-008,claude,P4,v4,1,false,2026-07-20,claude-opus-4.8,valid,dodged,0.94,1.0,false,,,,empty,,,,
c1-us-en-2026-07-02255,c1-us-en-2026-07,C1-008-P4-v4,C1-008,claude,P4,v4,2,false,2026-07-20,claude-opus-4.8,valid,refuted,0.97,1.0,false,,,,,,,,
c1-us-en-2026-07-02256,c1-us-en-2026-07,C1-008-P4-v4,C1-008,claude,P4,v4,3,false,2026-07-22,claude-opus-4.8,valid,dodged,0.65,0.67,true,,,,empty,,,,
c1-us-en-2026-07-02257,c1-us-en-2026-07,C1-008-P1-v1,C1-008,gemini,P1,v1,1,false,2026-07-20,gemini-3.0,valid,refuted,0.84,1.0,false,,true,,,,,,
c1-us-en-2026-07-02258,c1-us-en-2026-07,C1-008-P1-v1,C1-008,gemini,P1,v1,2,false,2026-07-20,gemini-3.0,valid,refuted,0.92,1.0,false,,true,,,,,,
c1-us-en-2026-07-02259,c1-us-en-2026-07,C1-008-P1-v1,C1-008,gemini,P1,v1,3,false,2026-07-22,gemini-3.0,valid,refuted,0.9,1.0,false,,true,,,,,,
c1-us-en-2026-07-02260,c1-us-en-2026-07,C1-008-P1-v2,C1-008,gemini,P1,v2,1,false,2026-07-20,gemini-3.0,valid,refuted,0.96,1.0,false,,true,,,,,,
c1-us-en-2026-07-02261,c1-us-en-2026-07,C1-008-P1-v2,C1-008,gemini,P1,v2,2,false,2026-07-20,gemini-3.0,valid,contextualised,0.86,1.0,false,,true,,,,,,
c1-us-en-2026-07-02262,c1-us-en-2026-07,C1-008-P1-v2,C1-008,gemini,P1,v2,3,false,2026-07-22,gemini-3.0,valid,refuted,0.95,1.0,false,,true,,,,,,
c1-us-en-2026-07-02263,c1-us-en-2026-07,C1-008-P1-v3,C1-008,gemini,P1,v3,1,false,2026-07-20,gemini-3.0,valid,refuted,0.96,1.0,false,,true,,,,,,
c1-us-en-2026-07-02264,c1-us-en-2026-07,C1-008-P1-v3,C1-008,gemini,P1,v3,2,false,2026-07-20,gemini-3.0,valid,refuted,0.92,1.0,false,,true,,,,,,
c1-us-en-2026-07-02265,c1-us-en-2026-07,C1-008-P1-v3,C1-008,gemini,P1,v3,3,false,2026-07-22,gemini-3.0,valid,contextualised,0.98,1.0,false,,true,,,,,,
c1-us-en-2026-07-02266,c1-us-en-2026-07,C1-008-P1-v4,C1-008,gemini,P1,v4,1,false,2026-07-20,gemini-3.0,valid,contextualised,0.89,1.0,false,,true,,,,,,
c1-us-en-2026-07-02267,c1-us-en-2026-07,C1-008-P1-v4,C1-008,gemini,P1,v4,2,false,2026-07-20,gemini-3.0,valid,refuted,0.75,0.67,true,,true,,,,,,
c1-us-en-2026-07-02268,c1-us-en-2026-07,C1-008-P1-v4,C1-008,gemini,P1,v4,3,false,2026-07-22,gemini-3.0,valid,contextualised,0.96,1.0,false,,true,,,,,,
c1-us-en-2026-07-02269,c1-us-en-2026-07,C1-008-P2-v1,C1-008,gemini,P2,v1,1,false,2026-07-20,gemini-3.0,valid,refuted,0.99,1.0,false,,true,,,,,,ft.com
c1-us-en-2026-07-02270,c1-us-en-2026-07,C1-008-P2-v1,C1-008,gemini,P2,v1,2,false,2026-07-20,gemini-3.0,valid,refuted,0.91,1.0,false,,true,,,,,,
c1-us-en-2026-07-02271,c1-us-en-2026-07,C1-008-P2-v1,C1-008,gemini,P2,v1,3,false,2026-07-22,gemini-3.0,valid,contextualised,0.89,1.0,false,,true,,,,,,
c1-us-en-2026-07-02272,c1-us-en-2026-07,C1-008-P2-v2,C1-008,gemini,P2,v2,1,false,2026-07-20,gemini-3.0,valid,refuted,0.88,1.0,false,,true,,,,,,
c1-us-en-2026-07-02273,c1-us-en-2026-07,C1-008-P2-v2,C1-008,gemini,P2,v2,2,false,2026-07-20,gemini-3.0,valid,refuted,0.98,1.0,false,,true,,,,,,ft.com reuters.com
c1-us-en-2026-07-02274,c1-us-en-2026-07,C1-008-P2-v2,C1-008,gemini,P2,v2,3,false,2026-07-22,gemini-3.0,valid,contextualised,0.99,1.0,false,,true,,,,,,
c1-us-en-2026-07-02275,c1-us-en-2026-07,C1-008-P2-v3,C1-008,gemini,P2,v3,1,false,2026-07-20,gemini-3.0,valid,contextualised,0.73,0.67,true,,true,,,,,,estate-review.example politico.eu
c1-us-en-2026-07-02276,c1-us-en-2026-07,C1-008-P2-v3,C1-008,gemini,P2,v3,2,false,2026-07-20,gemini-3.0,valid,contextualised,0.95,1.0,false,,true,,,,,,bbc.co.uk
c1-us-en-2026-07-02277,c1-us-en-2026-07,C1-008-P2-v3,C1-008,gemini,P2,v3,3,false,2026-07-22,gemini-3.0,valid,contextualised,0.67,0.67,true,,true,,,,,,
